trial name,items,id,type,threads,completion time,service time,bandwidth,speedup,scalability,efficiency
door1080-h1-3iter-stream,924,1,ff_deman,20,7884795,8533.32,0,7.94,11.40,.39
door1080-h1-3iter-stream,924,1,ff_deman,21,7516950,8135.22,0,8.32,11.96,.39
door1080-h1-3iter-stream,924,1,ff_deman,22,7556267,8177.77,0,8.28,11.89,.37
door1080-h1-3iter-stream,924,1,ff_deman,23,7639833,8268.21,0,8.19,11.76,.35
door1080-h1-3iter-stream,924,1,ff_deman,24,7910517,8561.16,0,7.91,11.36,.32
door1080-h1-3iter-stream,924,1,ff_deman,25,8367413,9055.64,0,7.48,10.74,.29
door1080-h1-3iter-stream,924,1,ff_deman,26,7956100,8610.49,0,7.86,11.30,.30
door1080-h1-3iter-stream,924,1,ff_deman,27,8516168,9216.63,0,7.35,10.55,.27
door1080-h1-3iter-stream,924,1,ff_deman,28,8415926,9108.14,0,7.43,10.68,.26
door1080-h1-3iter-stream,924,1,ff_deman,29,8482759,9180.47,0,7.38,10.59,.25
door1080-h1-3iter-stream,924,1,ff_deman,30,8640497,9351.18,0,7.24,10.40,.24
door1080-h1-3iter-stream,924,1,ff_deman,31,16254431,17591.37,0,3.85,5.53,.12
door1080-h1-3iter-stream,924,1,ff_deman,32,19073444,20642.25,0,3.28,4.71,.10
door1080-h1-3iter-stream,924,1,ff_pipe_f,1,80634711,87267.00,0,.77,1.00,.77
door1080-h1-3iter-stream,924,1,ff_pipe_f,2,45444148,49181.97,0,1.37,1.77,.68
door1080-h1-3iter-stream,924,1,ff_pipe_f,3,31874330,34496.02,0,1.96,2.52,.65
door1080-h1-3iter-stream,924,1,ff_pipe_f,4,23760968,25715.33,0,2.63,3.39,.65
door1080-h1-3iter-stream,924,1,ff_pipe_f,5,18998087,20560.70,0,3.29,4.24,.65
door1080-h1-3iter-stream,924,1,ff_pipe_f,6,16064202,17385.50,0,3.89,5.01,.64
door1080-h1-3iter-stream,924,1,ff_pipe_f,7,14791744,16008.38,0,4.23,5.45,.60
door1080-h1-3iter-stream,924,1,ff_pipe_f,8,12258180,13266.42,0,5.10,6.57,.63
door1080-h1-3iter-stream,924,1,ff_pipe_f,9,11214518,12136.92,0,5.58,7.19,.62
door1080-h1-3iter-stream,924,1,ff_pipe_f,10,10144311,10978.69,0,6.17,7.94,.61
door1080-h1-3iter-stream,924,1,ff_pipe_f,11,9644457,10437.72,0,6.49,8.36,.59
door1080-h1-3iter-stream,924,1,ff_pipe_f,12,8604216,9311.92,0,7.27,9.37,.60
door1080-h1-3iter-stream,924,1,ff_pipe_f,13,8357554,9044.97,0,7.49,9.64,.57
door1080-h1-3iter-stream,924,1,ff_pipe_f,14,8472877,9169.78,0,7.38,9.51,.52
door1080-h1-3iter-stream,924,1,ff_pipe_f,15,8428700,9121.96,0,7.42,9.56,.49
door1080-h1-3iter-stream,924,1,ff_pipe_f,16,8472402,9169.26,0,7.38,9.51,.46
door1080-h1-3iter-stream,924,1,ff_pipe_f,17,9134465,9885.78,0,6.85,8.82,.40
door1080-h1-3iter-stream,924,1,ff_pipe_f,18,8891804,9623.16,0,7.04,9.06,.39
door1080-h1-3iter-stream,924,1,ff_pipe_f,19,9096597,9844.80,0,6.88,8.86,.36
door1080-h1-3iter-stream,924,1,ff_pipe_f,20,9228272,9987.30,0,6.78,8.73,.33
door1080-h1-3iter-stream,924,1,ff_pipe_f,21,8709656,9426.03,0,7.18,9.25,.34
door1080-h1-3iter-stream,924,1,ff_pipe_f,22,9339117,10107.26,0,6.70,8.63,.30
door1080-h1-3iter-stream,924,1,ff_pipe_f,23,9348908,10117.86,0,6.69,8.62,.29
door1080-h1-3iter-stream,924,1,ff_pipe_f,24,10294316,11141.03,0,6.08,7.83,.25
door1080-h1-3iter-stream,924,1,ff_pipe_f,25,10099296,10929.97,0,6.19,7.98,.24
door1080-h1-3iter-stream,924,1,ff_pipe_f,26,10653577,11529.84,0,5.87,7.56,.22
door1080-h1-3iter-stream,924,1,ff_pipe_f,27,10325723,11175.02,0,6.06,7.80,.22
